dataset_question_id,question_id,concept_name
664,14992,"35.4 Points, Straight Lines and Planes of 3-D Figures"
665,15414,"35.4 Points, Straight Lines and Planes of 3-D Figures"
666,14882,32.2 Calculate Central Tendency for a Large Set of Data
667,14961,"35.4 Points, Straight Lines and Planes of 3-D Figures"
668,15706,26.3 Factorization Using Other Identities
669,14869,32.2 Calculate Central Tendency for a Large Set of Data
670,13568,30.1 Basic Properties of Inequalities and Solutions of Inequalities
671,15463,35.3 Further Knowledge on 2-D Representations of 3-D Objects
672,13911,28.2 Surds
673,15489,35.3 Further Knowledge on 2-D Representations of 3-D Objects
674,13681,30.1 Basic Properties of Inequalities and Solutions of Inequalities
675,15460,35.3 Further Knowledge on 2-D Representations of 3-D Objects
676,12619,27.3 Different Numeral Systems
677,15707,26.3 Factorization Using Other Identities
678,15490,35.3 Further Knowledge on 2-D Representations of 3-D Objects
679,13912,28.2 Surds
680,15461,35.3 Further Knowledge on 2-D Representations of 3-D Objects
681,15492,35.3 Further Knowledge on 2-D Representations of 3-D Objects
682,15462,35.3 Further Knowledge on 2-D Representations of 3-D Objects
683,15464,35.3 Further Knowledge on 2-D Representations of 3-D Objects
684,13913,28.2 Surds
685,15494,35.3 Further Knowledge on 2-D Representations of 3-D Objects
686,13914,28.2 Surds
687,15495,35.3 Further Knowledge on 2-D Representations of 3-D Objects
688,13904,28.2 Surds
689,15473,35.3 Further Knowledge on 2-D Representations of 3-D Objects
690,15469,35.3 Further Knowledge on 2-D Representations of 3-D Objects
691,13915,28.2 Surds
692,15467,35.3 Further Knowledge on 2-D Representations of 3-D Objects
693,15466,35.3 Further Knowledge on 2-D Representations of 3-D Objects
694,13916,28.2 Surds
695,15465,35.3 Further Knowledge on 2-D Representations of 3-D Objects
696,15487,35.3 Further Knowledge on 2-D Representations of 3-D Objects
697,13917,28.2 Surds
698,15486,35.3 Further Knowledge on 2-D Representations of 3-D Objects
699,15481,35.3 Further Knowledge on 2-D Representations of 3-D Objects
700,13918,28.2 Surds
701,13536,29.2 Increasing/Decreasing at a Constant Rate
702,13919,28.2 Surds
703,14994,"35.4 Points, Straight Lines and Planes of 3-D Figures"
704,14993,"35.4 Points, Straight Lines and Planes of 3-D Figures"
705,12598,27.3 Different Numeral Systems
706,12606,27.3 Different Numeral Systems
707,12613,27.3 Different Numeral Systems
708,12655,27.3 Different Numeral Systems
709,15482,35.3 Further Knowledge on 2-D Representations of 3-D Objects
710,15483,35.3 Further Knowledge on 2-D Representations of 3-D Objects
711,12375,15.2 The Difference of Two Squares
712,12379,15.2 The Difference of Two Squares
713,12381,15.2 The Difference of Two Squares
714,12385,15.2 The Difference of Two Squares
715,12365,15.2 The Difference of Two Squares
716,12386,15.2 The Difference of Two Squares
717,12406,15.2 The Difference of Two Squares
718,12407,15.2 The Difference of Two Squares
719,12410,15.2 The Difference of Two Squares
720,12413,15.2 The Difference of Two Squares
721,12415,15.2 The Difference of Two Squares
722,12434,15.2 The Difference of Two Squares
723,12439,15.2 The Difference of Two Squares
724,12443,15.2 The Difference of Two Squares
725,12423,15.2 The Difference of Two Squares
726,12425,15.2 The Difference of Two Squares
727,12077,14.1 Index Notation
728,12254,14.4 Addition and Subtraction of Polynomials
729,12256,14.4 Addition and Subtraction of Polynomials
730,12258,14.4 Addition and Subtraction of Polynomials
731,12259,14.4 Addition and Subtraction of Polynomials
732,12262,14.4 Addition and Subtraction of Polynomials
733,12267,14.4 Addition and Subtraction of Polynomials
734,12268,14.4 Addition and Subtraction of Polynomials
735,12274,14.4 Addition and Subtraction of Polynomials
736,14457,14.2 Laws of Indices
737,14445,14.2 Laws of Indices
738,14447,14.2 Laws of Indices
739,12094,16.1 Simple Algebraic Fractions
740,12098,16.1 Simple Algebraic Fractions
741,12096,16.1 Simple Algebraic Fractions
742,12090,16.1 Simple Algebraic Fractions
743,12091,16.1 Simple Algebraic Fractions
744,12092,16.1 Simple Algebraic Fractions
745,12093,16.1 Simple Algebraic Fractions
746,12095,16.1 Simple Algebraic Fractions
747,12097,16.1 Simple Algebraic Fractions
748,11975,16.3 Change of  Subject of a Formula
749,11996,16.3 Change of  Subject of a Formula
750,11976,16.3 Change of  Subject of a Formula
751,12021,16.3 Change of  Subject of a Formula
752,12023,16.3 Change of  Subject of a Formula
753,11987,16.3 Change of  Subject of a Formula
754,11978,16.3 Change of  Subject of a Formula
755,11998,16.3 Change of  Subject of a Formula
756,11982,16.3 Change of  Subject of a Formula
757,11995,16.3 Change of  Subject of a Formula
758,11979,16.3 Change of  Subject of a Formula
759,12010,16.3 Change of  Subject of a Formula
760,12002,16.3 Change of  Subject of a Formula
761,12007,16.3 Change of  Subject of a Formula
762,12006,16.3 Change of  Subject of a Formula
763,11980,16.3 Change of  Subject of a Formula
764,12012,16.3 Change of  Subject of a Formula
765,12005,16.3 Change of  Subject of a Formula
766,12019,16.3 Change of  Subject of a Formula
767,11986,16.3 Change of  Subject of a Formula
768,15343,17.5 Application of Simultaneous Linear Equaitons
769,15345,17.5 Application of Simultaneous Linear Equaitons
770,15346,17.5 Application of Simultaneous Linear Equaitons
771,11993,16.3 Change of  Subject of a Formula
772,11989,16.3 Change of  Subject of a Formula
773,11991,16.3 Change of  Subject of a Formula
774,12025,16.3 Change of  Subject of a Formula
775,12017,16.3 Change of  Subject of a Formula
776,12003,16.3 Change of  Subject of a Formula
777,15347,17.5 Application of Simultaneous Linear Equaitons
778,15348,17.5 Application of Simultaneous Linear Equaitons
779,11934,16.2 Formulas and Subsitution
780,11936,16.2 Formulas and Subsitution
781,11937,16.2 Formulas and Subsitution
782,11939,16.2 Formulas and Subsitution
783,15349,17.5 Application of Simultaneous Linear Equaitons
784,11940,16.2 Formulas and Subsitution
785,14499,32.1 Introduction to Measures of Central Tendency
786,14520,9.1 Symmetry
787,14524,9.1 Symmetry
788,14537,9.1 Symmetry
789,14539,9.1 Symmetry
790,14543,9.1 Symmetry
791,12124,4.2 Formulas
792,12125,4.2 Formulas
793,12111,4.2 Formulas
794,12112,4.2 Formulas
795,12113,4.2 Formulas
796,12114,4.2 Formulas
797,12115,4.2 Formulas
798,12116,4.2 Formulas
799,12119,4.2 Formulas
800,12121,4.2 Formulas
801,12126,4.2 Formulas
802,12136,4.2 Formulas
803,12127,4.2 Formulas
804,12128,4.2 Formulas
805,12129,4.2 Formulas
806,12117,4.2 Formulas
807,12118,4.2 Formulas
808,12120,4.2 Formulas
809,12130,4.2 Formulas
810,12132,4.2 Formulas
811,12131,4.2 Formulas
812,12135,4.2 Formulas
813,15045,9.3 Effects of Transformations on Coordinates
814,14589,9.1 Symmetry
815,11529,3.1 Simple Problems Involving Percentages
816,14595,9.1 Symmetry
817,11530,3.1 Simple Problems Involving Percentages
818,14603,9.1 Symmetry
819,14605,9.1 Symmetry
820,11531,3.1 Simple Problems Involving Percentages
821,14619,9.1 Symmetry
822,11547,3.1 Simple Problems Involving Percentages
823,14545,9.1 Symmetry
824,14549,9.1 Symmetry
825,14562,9.1 Symmetry
826,12138,4.3 Sequences
827,12139,4.3 Sequences
828,12141,4.3 Sequences
829,12171,4.3 Sequences
830,14565,9.1 Symmetry
831,14572,9.1 Symmetry
832,14622,9.1 Symmetry
833,11416,2.2 Algebraic Equations in One Unknown
834,11919,1.3 Multiplication and Division of Directed Numbers
835,11418,2.2 Algebraic Equations in One Unknown
836,11402,2.2 Algebraic Equations in One Unknown
837,15551,27.2 Scientific Notation
838,14450,14.2 Laws of Indices
839,14452,14.2 Laws of Indices
840,15523,27.2 Scientific Notation
841,15550,27.2 Scientific Notation
842,15552,27.2 Scientific Notation
843,15717,26.3 Factorization Using Other Identities
844,15554,27.2 Scientific Notation
845,13326,29.3 More about Percentage Changes
846,15680,27.2 Scientific Notation
847,12727,14.6 Simple Factorization of Polynomials
848,13195,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
849,13197,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
850,13199,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
851,20309,20.2 Angles of  Polygons
852,13201,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
853,15674,27.2 Scientific Notation
854,13202,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
855,12754,14.6 Simple Factorization of Polynomials
856,12417,15.1 Meaning of Identities
857,15531,27.2 Scientific Notation
858,15519,27.2 Scientific Notation
859,12422,15.1 Meaning of Identities
860,13319,29.3 More about Percentage Changes
861,12433,15.1 Meaning of Identities
862,12427,15.1 Meaning of Identities
863,15683,27.2 Scientific Notation
864,12436,15.1 Meaning of Identities
865,19532,20.1 Angles of Triangles
866,14496,14.3 Polynomials
867,12732,14.6 Simple Factorization of Polynomials
868,12749,29.3 More about Percentage Changes
869,19546,20.1 Angles of Triangles
870,12107,27.2 Scientific Notation
871,15521,27.2 Scientific Notation
872,12308,14.4 Addition and Subtraction of Polynomials
873,15675,27.2 Scientific Notation
874,15262,36.4 Similar Figures
875,15676,27.2 Scientific Notation
876,12730,14.6 Simple Factorization of Polynomials
877,11486,27.1 Zero and Negative Integral Indices
878,15677,27.2 Scientific Notation
879,15678,27.2 Scientific Notation
880,15679,27.2 Scientific Notation
881,11487,27.1 Zero and Negative Integral Indices
882,15520,27.2 Scientific Notation
883,12311,14.4 Addition and Subtraction of Polynomials
884,15682,27.2 Scientific Notation
885,11488,27.1 Zero and Negative Integral Indices
886,15681,27.2 Scientific Notation
887,15522,27.2 Scientific Notation
888,13125,26.2 Factorization Using Cross-method
889,12750,14.6 Simple Factorization of Polynomials
890,11489,27.1 Zero and Negative Integral Indices
891,12757,14.6 Simple Factorization of Polynomials
892,14574,9.1 Symmetry
893,14575,9.1 Symmetry
894,14563,9.1 Symmetry
895,14594,9.1 Symmetry
896,13205,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
897,13209,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
898,11490,27.1 Zero and Negative Integral Indices
899,13211,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
900,13210,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
901,13208,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
902,12814,14.6 Simple Factorization of Polynomials
903,12673,29.1 Compund Interest
904,14491,14.3 Polynomials
905,15121,36.1 Pyramids
906,11491,27.1 Zero and Negative Integral Indices
907,14489,14.3 Polynomials
908,15378,30.2 Linear Inequalities in One Unknown
909,14578,9.1 Symmetry
910,11492,27.1 Zero and Negative Integral Indices
911,15377,30.2 Linear Inequalities in One Unknown
912,11493,27.1 Zero and Negative Integral Indices
913,14490,14.3 Polynomials
914,13129,26.2 Factorization Using Cross-method
915,14651,32.4 Effects of Changing Data on Central Tendency
916,11495,27.1 Zero and Negative Integral Indices
917,14649,32.4 Effects of Changing Data on Central Tendency
918,12803,14.6 Simple Factorization of Polynomials
919,14648,32.4 Effects of Changing Data on Central Tendency
920,14647,32.4 Effects of Changing Data on Central Tendency
921,12815,14.6 Simple Factorization of Polynomials
922,14645,32.4 Effects of Changing Data on Central Tendency
923,12167,15.1 Meaning of Identities
924,14580,9.1 Symmetry
925,12044,18.2 Ratio
926,14488,14.3 Polynomials
927,14600,9.1 Symmetry
928,11500,27.1 Zero and Negative Integral Indices
929,15544,27.2 Scientific Notation
930,14692,33.2 Special Lines in triangles
931,13109,26.2 Factorization Using Cross-method
932,12319,14.4 Addition and Subtraction of Polynomials
933,12756,14.6 Simple Factorization of Polynomials
934,14765,33.2 Special Lines in triangles
935,14498,14.3 Polynomials
936,15524,27.2 Scientific Notation
937,12301,5.1 Estimating Numbers
938,12652,27.3 Different Numeral Systems
939,12805,14.6 Simple Factorization of Polynomials
940,12273,5.1 Estimating Numbers
941,12648,27.3 Different Numeral Systems
942,11459,15.3 The Perfect Square Identities
943,15527,27.2 Scientific Notation
944,20346,20.2 Angles of  Polygons
945,13175,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
946,15525,27.2 Scientific Notation
947,12677,29.1 Compund Interest
948,13180,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
949,14865,7.2 Prism
950,15289,36.4 Similar Figures
951,12662,29.1 Compund Interest
952,15502,7.2 Prism
953,11499,27.1 Zero and Negative Integral Indices
954,15493,7.2 Prism
955,12621,29.1 Compund Interest
956,11498,27.1 Zero and Negative Integral Indices
957,13190,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
958,11497,27.1 Zero and Negative Integral Indices
959,13185,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
960,11496,27.1 Zero and Negative Integral Indices
961,13207,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
962,19525,20.1 Angles of Triangles
963,13187,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
964,19527,20.1 Angles of Triangles
965,11952,16.2 Formulas and Subsitution
966,19529,20.1 Angles of Triangles
967,12828,14.5 Multiplication of Polynomials
968,19531,20.1 Angles of Triangles
969,13439,29.4 Taxation
970,12826,14.5 Multiplication of Polynomials
971,11494,27.1 Zero and Negative Integral Indices
972,19535,20.1 Angles of Triangles
973,13477,29.4 Taxation
974,13430,29.4 Taxation
975,13445,29.4 Taxation
976,11953,16.2 Formulas and Subsitution
977,15092,36.1 Pyramids
978,19536,20.1 Angles of Triangles
979,15100,36.1 Pyramids
980,19537,20.1 Angles of Triangles
981,19538,20.1 Angles of Triangles
982,19539,20.1 Angles of Triangles
983,22111,24.1 Trigonometric Ratios of Some Special Angles
984,14449,14.2 Laws of Indices
985,20347,20.2 Angles of  Polygons
986,11470,15.3 The Perfect Square Identities
987,20348,20.2 Angles of  Polygons
988,11473,15.3 The Perfect Square Identities
989,11474,15.3 The Perfect Square Identities
990,11475,15.3 The Perfect Square Identities
991,11455,15.3 The Perfect Square Identities
992,11456,15.3 The Perfect Square Identities
993,12830,14.5 Multiplication of Polynomials
994,12832,14.5 Multiplication of Polynomials
995,11476,15.3 The Perfect Square Identities
996,11477,15.3 The Perfect Square Identities
997,11478,15.3 The Perfect Square Identities
998,11479,15.3 The Perfect Square Identities
999,11480,15.3 The Perfect Square Identities
1000,14497,14.3 Polynomials
1001,12834,14.5 Multiplication of Polynomials
1002,12835,14.5 Multiplication of Polynomials
1003,12829,14.5 Multiplication of Polynomials
1004,12104,16.1 Simple Algebraic Fractions
1005,12100,16.1 Simple Algebraic Fractions
1006,12063,16.1 Simple Algebraic Fractions
1007,12065,16.1 Simple Algebraic Fractions
1008,12066,16.1 Simple Algebraic Fractions
1009,14448,14.2 Laws of Indices
1010,12270,14.4 Addition and Subtraction of Polynomials
1011,12313,14.4 Addition and Subtraction of Polynomials
1012,11446,2.3 Application Problems in One Unknown Equations
1013,11760,3.4 Discount
1014,12833,14.5 Multiplication of Polynomials
1015,11659,4.1 Fomulating Inequalities
1016,11662,4.1 Fomulating Inequalities
1017,11663,4.1 Fomulating Inequalities
1018,11676,4.1 Fomulating Inequalities
1019,11679,4.1 Fomulating Inequalities
1020,11680,4.1 Fomulating Inequalities
1021,11502,27.1 Zero and Negative Integral Indices
1022,11503,27.1 Zero and Negative Integral Indices
1023,11504,27.1 Zero and Negative Integral Indices
1024,11505,27.1 Zero and Negative Integral Indices
1025,11506,27.1 Zero and Negative Integral Indices
1026,11508,27.1 Zero and Negative Integral Indices
1027,11509,27.1 Zero and Negative Integral Indices
1028,12627,29.1 Compund Interest
1029,12603,29.1 Compund Interest
1030,12614,29.1 Compund Interest
1031,12618,29.1 Compund Interest
1032,12624,29.1 Compund Interest
1033,12630,29.1 Compund Interest
1034,12640,29.1 Compund Interest
1035,12645,29.1 Compund Interest
1036,12369,15.2 The Difference of Two Squares
1037,12371,15.2 The Difference of Two Squares
1038,12372,15.2 The Difference of Two Squares
1039,12374,15.2 The Difference of Two Squares
1040,19593,20.1 Angles of Triangles
1041,19596,20.1 Angles of Triangles
1042,19601,20.1 Angles of Triangles
1043,15515,19.3 Misuses of Statistical Diagrams
1044,22053,23.1 Introduction to Trigonometric Ratios
1045,21852,22.2 Converse of Pythagoras' Theorem
1046,21853,22.2 Converse of Pythagoras' Theorem
1047,21854,22.2 Converse of Pythagoras' Theorem
1048,21846,22.2 Converse of Pythagoras' Theorem
1049,12650,17.2 Solving Simultaneous Linear Equations by Graphical Method
1050,12633,17.2 Solving Simultaneous Linear Equations by Graphical Method
1051,12009,16.3 Change of  Subject of a Formula
1052,22110,24.1 Trigonometric Ratios of Some Special Angles
1053,20230,22.1 Pythagoras' Theorem
1054,20231,22.1 Pythagoras' Theorem
1055,22109,24.1 Trigonometric Ratios of Some Special Angles
1056,20232,22.1 Pythagoras' Theorem
1057,22108,24.1 Trigonometric Ratios of Some Special Angles
1058,20233,22.1 Pythagoras' Theorem
1059,22107,24.1 Trigonometric Ratios of Some Special Angles
1060,22106,24.1 Trigonometric Ratios of Some Special Angles
1061,22102,24.1 Trigonometric Ratios of Some Special Angles
1062,22104,24.1 Trigonometric Ratios of Some Special Angles
1063,22105,24.1 Trigonometric Ratios of Some Special Angles
1064,22097,24.1 Trigonometric Ratios of Some Special Angles
1065,22098,24.1 Trigonometric Ratios of Some Special Angles
1066,22099,24.1 Trigonometric Ratios of Some Special Angles
1067,22100,24.1 Trigonometric Ratios of Some Special Angles
1068,22101,24.1 Trigonometric Ratios of Some Special Angles
1069,22103,24.1 Trigonometric Ratios of Some Special Angles
1070,14453,14.2 Laws of Indices
1071,12191,15.1 Meaning of Identities
1072,20234,22.1 Pythagoras' Theorem
1073,14492,14.3 Polynomials
1074,12317,14.4 Addition and Subtraction of Polynomials
1075,20342,20.2 Angles of  Polygons
1076,20343,20.2 Angles of  Polygons
1077,20349,20.2 Angles of  Polygons
1078,20339,20.2 Angles of  Polygons
1079,20313,20.2 Angles of  Polygons
1080,11484,15.3 The Perfect Square Identities
1081,11778,19.2 Presentation of Continuous Data
1082,11483,15.3 The Perfect Square Identities
1083,11482,15.3 The Perfect Square Identities
1084,11481,15.3 The Perfect Square Identities
1085,11785,19.2 Presentation of Continuous Data
1086,12321,14.4 Addition and Subtraction of Polynomials
1087,11791,19.2 Presentation of Continuous Data
1088,11800,19.2 Presentation of Continuous Data
1089,11668,19.2 Presentation of Continuous Data
1090,12572,19.1 Organization of Continuous Data
1091,19605,20.1 Angles of Triangles
1092,19608,20.1 Angles of Triangles
1093,19592,20.1 Angles of Triangles
1094,21855,22.2 Converse of Pythagoras' Theorem
1095,21856,22.2 Converse of Pythagoras' Theorem
1096,20209,22.1 Pythagoras' Theorem
1097,22054,23.1 Introduction to Trigonometric Ratios
1098,22055,23.1 Introduction to Trigonometric Ratios
1099,12837,14.5 Multiplication of Polynomials
1100,22056,23.1 Introduction to Trigonometric Ratios
1101,22057,23.1 Introduction to Trigonometric Ratios
1102,12838,14.5 Multiplication of Polynomials
1103,12324,14.4 Addition and Subtraction of Polynomials
1104,12839,14.5 Multiplication of Polynomials
1105,15351,17.5 Application of Simultaneous Linear Equaitons
1106,15352,17.5 Application of Simultaneous Linear Equaitons
1107,15354,17.5 Application of Simultaneous Linear Equaitons
1108,12840,14.5 Multiplication of Polynomials
1109,12841,14.5 Multiplication of Polynomials
1110,12101,16.1 Simple Algebraic Fractions
1111,12102,16.1 Simple Algebraic Fractions
1112,12843,14.5 Multiplication of Polynomials
1113,12842,14.5 Multiplication of Polynomials
1114,12844,14.5 Multiplication of Polynomials
1115,12845,14.5 Multiplication of Polynomials
1116,12156,15.1 Meaning of Identities
1117,11954,16.2 Formulas and Subsitution
1118,12174,15.1 Meaning of Identities
1119,11955,16.2 Formulas and Subsitution
1120,11956,16.2 Formulas and Subsitution
1121,12401,17.3 Solving Simultaneous Linear Equations by Method of Substitution
1122,12664,17.2 Solving Simultaneous Linear Equations by Graphical Method
1123,12687,17.2 Solving Simultaneous Linear Equations by Graphical Method
1124,11922,17.1 Meaning of Linear Equations
1125,11926,17.1 Meaning of Linear Equations
1126,11930,17.1 Meaning of Linear Equations
1127,11933,17.1 Meaning of Linear Equations
1128,11935,17.1 Meaning of Linear Equations
1129,11874,17.1 Meaning of Linear Equations
1130,11867,17.1 Meaning of Linear Equations
1131,12397,17.3 Solving Simultaneous Linear Equations by Method of Substitution
1132,12392,17.3 Solving Simultaneous Linear Equations by Method of Substitution
1133,14495,14.3 Polynomials
1134,21842,22.2 Converse of Pythagoras' Theorem
1135,21843,22.2 Converse of Pythagoras' Theorem
1136,11941,16.2 Formulas and Subsitution
1137,21844,22.2 Converse of Pythagoras' Theorem
1138,11942,16.2 Formulas and Subsitution
1139,21845,22.2 Converse of Pythagoras' Theorem
1140,11943,16.2 Formulas and Subsitution
1141,11950,16.2 Formulas and Subsitution
1142,20212,22.1 Pythagoras' Theorem
1143,20213,22.1 Pythagoras' Theorem
1144,20214,22.1 Pythagoras' Theorem
1145,20215,22.1 Pythagoras' Theorem
1146,11887,17.1 Meaning of Linear Equations
1147,11881,17.1 Meaning of Linear Equations
1148,11890,17.1 Meaning of Linear Equations
1149,11894,17.1 Meaning of Linear Equations
1150,11904,17.1 Meaning of Linear Equations
1151,11907,17.1 Meaning of Linear Equations
1152,11917,17.1 Meaning of Linear Equations
1153,11920,17.1 Meaning of Linear Equations
1154,15359,30.2 Linear Inequalities in One Unknown
1155,15130,36.2 Cones
1156,15139,36.2 Cones
1157,15142,36.2 Cones
1158,12070,16.1 Simple Algebraic Fractions
1159,12801,14.6 Simple Factorization of Polynomials
1160,12779,14.6 Simple Factorization of Polynomials
1161,13170,26.2 Factorization Using Cross-method
1162,12798,14.6 Simple Factorization of Polynomials
1163,13895,28.2 Surds
1164,13896,28.2 Surds
1165,13897,28.2 Surds
1166,13899,28.2 Surds
1167,13900,28.2 Surds
1168,13901,28.2 Surds
1169,11461,15.3 The Perfect Square Identities
1170,12103,16.1 Simple Algebraic Fractions
1171,15510,19.3 Misuses of Statistical Diagrams
1172,12657,27.3 Different Numeral Systems
1173,12682,27.4 Conversions between Numbers of Different Numberal Systems
1174,12686,27.4 Conversions between Numbers of Different Numberal Systems
1175,11514,27.1 Zero and Negative Integral Indices
1176,12736,27.4 Conversions between Numbers of Different Numberal Systems
1177,13200,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
1178,11513,27.1 Zero and Negative Integral Indices
1179,13194,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
1180,13193,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
1181,13191,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
1182,13188,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
1183,13172,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
1184,13173,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
1185,13174,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
1186,13176,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
1187,13203,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
1188,13204,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
1189,13206,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
1190,13181,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
1191,13183,"28.1 Integers, Fractions, Recurring Decimals, Non-terminating Decimals"
1192,13539,29.2 Increasing/Decreasing at a Constant Rate
1193,13544,29.2 Increasing/Decreasing at a Constant Rate
1194,13546,29.2 Increasing/Decreasing at a Constant Rate
1195,13550,29.2 Increasing/Decreasing at a Constant Rate
1196,13554,29.2 Increasing/Decreasing at a Constant Rate
1197,13559,29.2 Increasing/Decreasing at a Constant Rate
1198,13565,29.2 Increasing/Decreasing at a Constant Rate
1199,13572,29.2 Increasing/Decreasing at a Constant Rate
1200,13581,29.2 Increasing/Decreasing at a Constant Rate
1201,13587,29.2 Increasing/Decreasing at a Constant Rate
1202,12527,17.2 Solving Simultaneous Linear Equations by Graphical Method
1203,12533,17.2 Solving Simultaneous Linear Equations by Graphical Method
1204,12536,17.2 Solving Simultaneous Linear Equations by Graphical Method
1205,12846,14.5 Multiplication of Polynomials
1206,11958,16.2 Formulas and Subsitution
1207,12431,15.2 The Difference of Two Squares
1208,12430,15.2 The Difference of Two Squares
1209,12333,14.4 Addition and Subtraction of Polynomials
1210,12817,14.6 Simple Factorization of Polynomials
1211,12777,14.6 Simple Factorization of Polynomials
1212,13402,29.4 Taxation
1213,13404,29.4 Taxation
1214,11523,17.1 Meaning of Linear Equations
1215,13408,29.4 Taxation
1216,13417,29.4 Taxation
1217,11520,17.1 Meaning of Linear Equations
1218,11521,17.1 Meaning of Linear Equations
1219,11836,17.1 Meaning of Linear Equations
1220,13421,29.4 Taxation
1221,13342,29.4 Taxation
1222,19543,20.1 Angles of Triangles
1223,12758,27.4 Conversions between Numbers of Different Numberal Systems
1224,12753,27.4 Conversions between Numbers of Different Numberal Systems
1225,19603,20.1 Angles of Triangles
1226,19542,20.1 Angles of Triangles
1227,12741,27.4 Conversions between Numbers of Different Numberal Systems
1228,19533,20.1 Angles of Triangles
1229,19541,20.1 Angles of Triangles
1230,13597,29.2 Increasing/Decreasing at a Constant Rate
1231,13613,29.2 Increasing/Decreasing at a Constant Rate
1232,15350,17.5 Application of Simultaneous Linear Equaitons
1233,15355,17.5 Application of Simultaneous Linear Equaitons
1234,15356,17.5 Application of Simultaneous Linear Equaitons
1235,14503,32.1 Introduction to Measures of Central Tendency
1236,14505,32.1 Introduction to Measures of Central Tendency
1237,14519,32.1 Introduction to Measures of Central Tendency
1238,14550,32.1 Introduction to Measures of Central Tendency
1239,14548,32.1 Introduction to Measures of Central Tendency
1240,12692,17.2 Solving Simultaneous Linear Equations by Graphical Method
1241,14547,32.1 Introduction to Measures of Central Tendency
1242,14544,32.1 Introduction to Measures of Central Tendency
1243,14541,32.1 Introduction to Measures of Central Tendency
1244,14536,32.1 Introduction to Measures of Central Tendency
1245,14532,32.1 Introduction to Measures of Central Tendency
1246,14518,32.1 Introduction to Measures of Central Tendency
1247,14515,32.1 Introduction to Measures of Central Tendency
1248,14555,32.1 Introduction to Measures of Central Tendency
1249,20310,20.2 Angles of  Polygons
1250,20311,20.2 Angles of  Polygons
1251,20312,20.2 Angles of  Polygons
1252,14554,32.1 Introduction to Measures of Central Tendency
1253,14551,32.1 Introduction to Measures of Central Tendency
1254,14530,32.1 Introduction to Measures of Central Tendency
1255,14526,32.1 Introduction to Measures of Central Tendency
1256,20336,20.2 Angles of  Polygons
1257,20337,20.2 Angles of  Polygons
1258,20338,20.2 Angles of  Polygons
1259,14512,32.1 Introduction to Measures of Central Tendency
1260,20335,20.2 Angles of  Polygons
1261,14511,32.1 Introduction to Measures of Central Tendency
1262,14531,32.1 Introduction to Measures of Central Tendency
1263,14508,32.1 Introduction to Measures of Central Tendency
1264,14521,32.1 Introduction to Measures of Central Tendency
1265,14523,32.1 Introduction to Measures of Central Tendency
1266,14500,32.1 Introduction to Measures of Central Tendency
1267,14501,32.1 Introduction to Measures of Central Tendency
1268,14502,32.1 Introduction to Measures of Central Tendency
1269,14504,32.1 Introduction to Measures of Central Tendency
1270,14506,32.1 Introduction to Measures of Central Tendency
1271,14507,32.1 Introduction to Measures of Central Tendency
1272,15071,36.1 Pyramids
1273,15074,36.1 Pyramids
1274,15076,36.1 Pyramids
1275,15070,36.1 Pyramids
1276,15072,36.1 Pyramids
1277,15073,36.1 Pyramids
1278,15075,36.1 Pyramids
1279,15115,36.1 Pyramids
1280,15081,36.1 Pyramids
1281,15083,36.1 Pyramids
1282,15089,36.1 Pyramids
1283,19591,20.1 Angles of Triangles
1284,19590,20.1 Angles of Triangles
1285,14318,6.3 3-D Figures
